pattern,lib,users,faultPercentage,libnum,maxRetries,backoffInterval,backoffMult,totalExecutionTime,successTimePerRequest,rel_totalExecutionTime,rel_successTimePerRequest,local_dist_to_min,global_dist_to_min
retry,resilience4j,50,25,0,1,30,1.1,593.0,50.4,0.8549222797927462,0.8281829419035848,0.8416588054984344,0.6703858424789265
retry,resilience4j,50,25,0,1,30,1.3,594.0,50.650000000000006,0.8652849740932642,0.8343634116192833,0.8499648195780077,0.6508078612910814
retry,resilience4j,50,25,0,1,30,1.5,588.0,49.8,0.8031088082901554,0.8133498145859086,0.8082455316425093,0.6539649326156087
retry,resilience4j,50,25,0,1,30,1.7,603.0,51.9,0.9585492227979274,0.8652657601977751,0.9130995149207846,0.6266357214179124
retry,resilience4j,50,25,0,1,30,1.9,597.0,50.75,0.8963730569948186,0.8368355995055625,0.8671154703688749,0.6500541200151072
retry,resilience4j,50,25,0,1,50,1.1,587.5,44.0,0.7979274611398963,0.6699629171817059,0.7367287640779955,0.543463170672149
retry,resilience4j,50,25,0,1,50,1.3,591.5,43.9,0.8393782383419689,0.6674907292954265,0.7583204140392791,0.5585353764306483
retry,resilience4j,50,25,0,1,50,1.5,577.0,43.8,0.689119170984456,0.6650185414091472,0.6771760820629497,0.5360890887559394
retry,resilience4j,50,25,0,1,50,1.7,575.0,43.05,0.6683937823834197,0.646477132262052,0.6575267792518343,0.5424594024994251
retry,resilience4j,50,25,0,1,50,1.9,577.5,42.8,0.694300518134715,0.6402966625463535,0.6678446771331387,0.553057997066237
retry,resilience4j,50,25,0,1,70,1.1,591.0,38.4,0.8341968911917098,0.5315203955500618,0.6994277604440674,0.4617265390679018
retry,resilience4j,50,25,0,1,70,1.3,574.0,38.1,0.6580310880829016,0.5241038318912239,0.5948486107769908,0.41864529233031855
retry,resilience4j,50,25,0,1,70,1.5,568.0,37.1,0.5958549222797928,0.4993819530284303,0.5497387667863469,0.42466536401870253
retry,resilience4j,50,25,0,1,70,1.7,563.0,37.8,0.5440414507772021,0.5166872682323856,0.5305406833208967,0.42208160680292567
retry,resilience4j,50,25,0,1,70,1.9,572.5,37.2,0.6424870466321243,0.5018541409147097,0.5764751442357731,0.4194869131649411
retry,resilience4j,50,25,0,1,90,1.1,561.0,29.95,0.5233160621761658,0.32262051915945616,0.43470892578499326,0.3547320654654487
retry,resilience4j,50,25,0,1,90,1.3,559.5,31.5,0.5077720207253886,0.36093943139678625,0.4405165707261077,0.3733334763911862
retry,resilience4j,50,25,0,1,90,1.5,559.0,29.9,0.5025906735751295,0.3213844252163165,0.4218325105633304,0.35554495571272143
retry,resilience4j,50,25,0,1,90,1.7,558.0,30.2,0.49222797927461137,0.3288009888751546,0.41856807920937233,0.37583899302592255
retry,resilience4j,50,25,0,1,90,1.9,554.5,30.35,0.45595854922279794,0.33250927070457365,0.3990367236946031,0.35471878943346846
retry,resilience4j,50,25,0,3,10,1.1,598.0,55.8,0.9067357512953368,0.96168108776267,0.9346122825101089,0.7420236951664538
retry,resilience4j,50,25,0,3,10,1.3,596.0,54.55,0.8860103626943006,0.9307787391841781,0.9086702988760483,0.7249395873312307
retry,resilience4j,50,25,0,3,10,1.5,601.0,55.8,0.9378238341968912,0.96168108776267,0.9498273681433247,0.7283222590535944
retry,resilience4j,50,25,0,3,10,1.7,600.0,54.4,0.927461139896373,0.927070457354759,0.9272658192012261,0.7175826630777361
retry,resilience4j,50,25,0,3,10,1.9,587.0,53.8,0.7927461139896373,0.9122373300370828,0.8545827483511635,0.6573290115794922
retry,resilience4j,50,25,0,3,30,1.1,579.5,48.0,0.7150259067357513,0.7688504326328802,0.7424261024044919,0.5579754997985087
retry,resilience4j,50,25,0,3,30,1.3,580.5,45.6,0.7253886010362695,0.7095179233621757,0.7174971449718563,0.5324875704266152
retry,resilience4j,50,25,0,3,30,1.5,579.5,45.95,0.7150259067357513,0.7181705809641534,0.7165999688339627,0.5298638005482441
retry,resilience4j,50,25,0,3,30,1.7,571.0,44.849999999999994,0.6269430051813472,0.6909765142150803,0.6597370972374684,0.4672519383168492
retry,resilience4j,50,25,0,3,30,1.9,569.5,44.1,0.6113989637305699,0.6724351050679853,0.6426420712101749,0.4856092562122188
retry,resilience4j,50,25,0,3,50,1.1,572.5,40.7,0.6424870466321243,0.5883807169344872,0.6160281946268411,0.4232789138843101
retry,resilience4j,50,25,0,3,50,1.3,564.5,38.5,0.5595854922279793,0.5339925834363413,0.5469387544675581,0.39761934744170907
retry,resilience4j,50,25,0,3,50,1.5,551.5,36.849999999999994,0.42487046632124353,0.4932014833127317,0.4603056681673112,0.41722583029012267
retry,resilience4j,50,25,0,3,50,1.7,561.5,36.8,0.5284974093264249,0.4919653893695921,0.5105582513300109,0.36756725222203507
retry,resilience4j,50,25,0,3,50,1.9,540.5,34.5,0.31088082901554404,0.43510506798516696,0.3781291512405309,0.3087164401558189
retry,resilience4j,50,25,0,3,70,1.1,544.5,30.45,0.35233160621761656,0.33498145859085293,0.3437660093286863,0.31646846882913954
retry,resilience4j,50,25,0,3,70,1.3,542.5,30.299999999999997,0.3316062176165803,0.33127317676143386,0.33143973902022295,0.2890072759625947
retry,resilience4j,50,25,0,3,70,1.5,546.5,28.4,0.37305699481865284,0.28430160692212614,0.3316616687843407,0.2795038230242694
retry,resilience4j,50,25,0,3,70,1.7,546.5,31.35,0.37305699481865284,0.35723114956736723,0.3652298013609699,0.24954825449117166
retry,resilience4j,50,25,0,3,70,1.9,522.5,28.65,0.12435233160621761,0.2904820766378245,0.22343157702496488,0.2736722443195536
retry,resilience4j,50,25,0,3,90,1.1,548.0,23.25,0.38860103626943004,0.15698393077873923,0.29635681189439433,0.2610026087053177
retry,resilience4j,50,25,0,3,90,1.3,528.5,22.1,0.18652849740932642,0.12855377008652666,0.16018575490542322,0.19243497779017868
retry,resilience4j,50,25,0,3,90,1.5,531.5,21.3,0.21761658031088082,0.10877626699629178,0.1720308871799634,0.1997628475122771
retry,resilience4j,50,25,0,3,90,1.7,518.0,21.1,0.07772020725388601,0.10383189122373308,0.09171012008138506,0.20559539854127737
retry,resilience4j,50,25,0,3,90,1.9,528.5,19.4,0.18652849740932642,0.06180469715698394,0.13894729384994797,0.20154541574598747
retry,resilience4j,50,25,0,5,10,1.1,588.0,54.45,0.8031088082901554,0.9283065512978989,0.8679679749667704,0.7300857103056768
retry,resilience4j,50,25,0,5,10,1.3,589.0,54.25,0.8134715025906736,0.9233621755253401,0.8701533177314263,0.7139431064970374
retry,resilience4j,50,25,0,5,10,1.5,575.0,52.9,0.6683937823834197,0.8899876390605687,0.7870286672064173,0.6545389492196662
retry,resilience4j,50,25,0,5,10,1.7,595.5,54.849999999999994,0.8808290155440415,0.9381953028430161,0.9099643347134502,0.6356127987832055
retry,resilience4j,50,25,0,5,10,1.9,582.0,52.9,0.7409326424870466,0.8899876390605687,0.8188587113731657,0.5854926627510992
retry,resilience4j,50,25,0,5,30,1.1,596.0,47.3,0.8860103626943006,0.7515451174289246,0.8215334522504065,0.5758305510508704
retry,resilience4j,50,25,0,5,30,1.3,579.5,46.849999999999994,0.7150259067357513,0.7404202719406675,0.7278338499973654,0.5173448940735135
retry,resilience4j,50,25,0,5,30,1.5,571.0,45.2,0.6269430051813472,0.6996291718170583,0.6642810059768538,0.46696887332943643
retry,resilience4j,50,25,0,5,30,1.7,562.5,43.8,0.538860103626943,0.6650185414091472,0.6052354383621259,0.40403062162794806
retry,resilience4j,50,25,0,5,30,1.9,567.5,43.650000000000006,0.5906735751295337,0.6613102595797283,0.6269874527379764,0.41352179759051283
retry,resilience4j,50,25,0,5,50,1.1,570.5,39.45,0.6217616580310881,0.5574783683559952,0.5904954235988752,0.4391876117074076
retry,resilience4j,50,25,0,5,50,1.3,563.5,37.1,0.5492227979274611,0.4993819530284303,0.5248942830579116,0.3918574646808321
retry,resilience4j,50,25,0,5,50,1.5,550.0,36.4,0.40932642487046633,0.4820766378244747,0.44718341138362183,0.309605103322247
retry,resilience4j,50,25,0,5,50,1.7,542.0,34.9,0.32642487046632124,0.44499381953028433,0.39023883422790323,0.2932947944314181
retry,resilience4j,50,25,0,5,50,1.9,548.0,33.650000000000006,0.38860103626943004,0.41409147095179255,0.4015485722205311,0.2993279841515664
retry,resilience4j,50,25,0,5,70,1.1,550.0,31.45,0.40932642487046633,0.3597033374536465,0.38531455531327224,0.3461975616852621
retry,resilience4j,50,25,0,5,70,1.3,561.0,30.7,0.5233160621761658,0.34116192830655134,0.4417302130584986,0.27883559416622883
retry,resilience4j,50,25,0,5,70,1.5,523.0,27.6,0.12953367875647667,0.26452410383189134,0.20826902727032087,0.2522353763509461
retry,resilience4j,50,25,0,5,70,1.7,559.0,32.95,0.5025906735751295,0.396786155747837,0.4527894867142175,0.28287463903015103
retry,resilience4j,50,25,0,5,70,1.9,538.0,28.65,0.2849740932642487,0.2904820766378245,0.28774126457601074,0.2545961918442437
retry,resilience4j,50,25,0,5,90,1.1,550.5,24.1,0.41450777202072536,0.1779975278121138,0.31898261157374225,0.28496186256041345
retry,resilience4j,50,25,0,5,90,1.3,533.0,21.85,0.23316062176165803,0.12237330037082826,0.18619761032829063,0.20232824440451377
retry,resilience4j,50,25,0,5,90,1.5,530.5,19.55,0.20725388601036268,0.06551297898640303,0.15369795652849338,0.19764836286865736
retry,resilience4j,50,25,0,5,90,1.7,525.5,20.5,0.15544041450777202,0.0889987639060569,0.12665406120443598,0.2483181747217893
retry,resilience4j,50,25,0,5,90,1.9,527.0,20.15,0.17098445595854922,0.08034610630407912,0.13358738895881497,0.4029229153232101
retry,resilience4j,50,25,0,7,10,1.1,586.0,54.75,0.7823834196891192,0.9357231149567369,0.8624678438263014,0.7042389685802299
retry,resilience4j,50,25,0,7,10,1.3,606.0,56.05,0.9896373056994818,0.9678615574783684,0.9788099895476604,0.6937343070903151
retry,resilience4j,50,25,0,7,10,1.5,591.0,54.4,0.8341968911917098,0.927070457354759,0.8818571557156735,0.62840790291727
retry,resilience4j,50,25,0,7,10,1.7,600.0,54.4,0.927461139896373,0.927070457354759,0.9272658192012261,0.6213874876176914
retry,resilience4j,50,25,0,7,10,1.9,584.5,53.2,0.7668393782383419,0.8974042027194069,0.834678661244979,0.6030708663669708
retry,resilience4j,50,25,0,7,30,1.1,576.5,46.55,0.6839378238341969,0.7330037082818295,0.7088954024487569,0.526530387210905
retry,resilience4j,50,25,0,7,30,1.3,569.0,45.0,0.6062176165803109,0.6946847960444995,0.6519535123410644,0.5180307893041013
retry,resilience4j,50,25,0,7,30,1.5,576.0,45.8,0.6787564766839378,0.7144622991347342,0.6968381201991188,0.45988942024910945
retry,resilience4j,50,25,0,7,30,1.7,570.0,44.650000000000006,0.616580310880829,0.6860321384425219,0.6522313143133804,0.460469510552189
retry,resilience4j,50,25,0,7,30,1.9,567.0,43.9,0.5854922279792746,0.6674907292954265,0.6278315947447513,0.38474760632140287
retry,resilience4j,50,25,0,7,50,1.1,573.0,38.55,0.6476683937823834,0.5352286773794809,0.5941145030185851,0.4285845458671295
